id,ratio
O75132,-0.117960953
O75146,-0.206268125
O75147-1,0.161346683
O75150,0.06666909
O75151,0.14310193
O75152,-0.027861775
O75153,-0.164013889
O75155,-0.446997241
O75157,-0.139338514
O75164,0.133052469
O75165,-0.007051943
O75167-4,0.15173061
O75170-5,-0.008773707
O75175,0.011384382
O75177,-0.273336847
O75179,-0.031536353
O75182-2,0.069603273
O75190,-0.042784398
O75191,-0.291367804
O75197,-0.136978812
O75208,-0.087598618
O75223,0.028145639
O75251,-0.063364879
O75306,-0.150559677
O75312,-0.033652052
O75317,-0.000576963
O75319,0.139188132
O75323,-0.240985904
O75326,0.122507017
O75330-3,-0.306962124
O75340,0.014179006
O75347,0.030354004
O75348,0.03377628
O75351,-0.1212807
O75354,0.039814527
O75356,0.455791606
O75362,0.172652468
O75367,0.179465642
O75368,0.435826726
O75369-8,0.24091236
O75376,0.109623352
O75380,-0.117163075
O75381,0.004841142
O75382,-0.002162421
O75390,-0.03885755
O75391,-0.008917095
O75396,0.061134611
O75398,-1.016068369
O75400,-0.084200362
O75410-2,0.122145835
O75414,0.086951677
O75420,-0.103128316
O75427,0.0113553
O75431,0.111773048
O75436,-0.145220937
O75438-2,-0.155101558
O75439,-0.112366523
O75446,0.07187607
O75448,-0.002450499
O75449,-0.123798608
O75467,0.350338559
O75475,0.02058921
O75477,0.15261236
O75478,0.089436174
O75489,0.013741989
O75494-3,0.007826169
O75496,0.198261898
O75503,0.150929487
O75506,0.146387526
O75508,0.187756451
O75521,-0.156914315
O75528,0.060517635
O75529,0.053209263
O75530-2,0.131092028
O75531,0.050532301
O75533,0.060668092
O75554,0.068105187
O75569,-0.046281503
O75570,0.089512924
O75581,0.0087403
O75582,-0.137241192
O75592,-0.013640911
O75607,-0.172999473
O75608,-0.217354814
O75616,-0.033370138
O75629,-0.024319679
O75643,0.001530068
O75648,0.285002828
O75663,0.040585927
O75665,-0.187641078
O75674,-0.218223197
O75676,0.023489719
O75683,0.029396631
O75688,-0.078473209
O75691,-0.117960953
O75694,0.04590794
O75695,-0.086919607
O75717,-0.003602237
O75718,0.275210049
O75746,0.126218293
O75764,0.346573048
O75781,0.045014612
O75787,0.279441342
O75792,0.142687774
O75794,0.089912091
O75808,-0.188147687
O75815,0.330628481
O75817,-0.137241192
O75818,-0.116763971
O75820,-0.203138497
O75821,0.070330179
O75822,0.075596021
O75828,0.326696861
O75832,0.015578351
O75843,0.069754682
O75844,-0.072586047
O75845,-0.191688976
O75864,0.102496234
O75874,-0.153545952
O75879,0.023797691
O75880,0.061781968
O75882,0.185047688
O75884,-0.314522522
O75886,0.156530635
O75896,0.213855335
O75915,0.008827391
O75923-8,0.011413465
O75934,-0.050327554
O75935,0.033658135
O75937,0.028660622
O75940,-0.029276182
O75943,-0.068051643
O75947,0.069557854
O75953,0.062580273
O75955,-0.131457785
O75962,0.261707737
O75964,0.326425486
O75976,0.005029335
O76003,-0.079838881
O76021,-0.043204499
O76024,0.120749068
O76031,-0.0824301
O76039,0.32461762
O76054,0.333970619
O76061,0.635382747
O76071,-0.119156942
O76075,0.248433447
O76080,-0.052555009
O76094,-0.213378391
O77932,0.030751869
O94760,-0.495797478
O94761,-0.184597684
O94763,-0.113433803
O94766,0.13020754
O94768,0.087503418
O94776,0.091310044
O94782,0.04504438
O94804,0.138965715
O94806,0.212400373
O94813,0.480015341
O94822,-0.076422275
O94826,-0.087734382
O94829,0.13072869
O94830,-0.07956585
O94842,-0.013926706
O94851-4,0.317858227
O94855-2,0.062098225
O94864,-0.034356597
O94874,-0.0739573
O94887,0.041075683
O94888,0.098088552
O94903,-0.240741731
O94905,0.112880301
O94906,0.031813379
O94913,0.152516143
O94919,-0.221072783
O94925,0.325900971
O94925-3,-0.025028794
O94927,0.016979054
O94929-3,0.551437303
O94941,-0.045862298
O94952,-0.116364757
O94955,-0.13211616
O94964-2,0.025470688
O94972,0.038524838
O94973,-0.076559095
O94985,0.064193293
O94991,-0.082702589
O94992,0.056881331
O95025,1.035549613
O95059,-0.013640911
O95067,-0.159112461
O95071,0.00943717
O95081,-0.111298453
O95084,0.250354183
O95104,-0.099093179
O95139,-0.048654702
O95140,-0.150819598
O95155,-0.000144262
O95159,0.01337791
O95163,-0.113433803
O95166,-0.077106244
O95167,0.12429856
O95168,-0.199499604
O95169,0.042441941
O95182,-0.201884743
O95183,0.042337942
O95197,-0.023184369
O95202,-0.2310637
O95210,0.018483406
O95218,0.128818724
O95219,0.021247905
O95229,0.004247771
O95232,0.002787092
O95235,-0.025595836
O95239,0.047562056
O95243-2,0.07070892
O95248-4,-0.077379741
O95260,-0.06681251
O95273,0.047606789
O95292,-0.050606174
O95295,0.079310347
O95297,-0.019915368
O95298,-0.048933645
O95302,0.111554817
O95336,-0.044883678
O95347,0.1106978
O95352,-0.084200362
O95361,0.736941549
O95363,-0.261590989
O95365,0.31821793
O95372,-0.152767519
O95373,-0.124063396
O95376,-0.020911066
O95379,0.351111244
O95382,0.365759898
O95391,0.11258391
O95396,-0.025170576
O95400,0.123559672
O95402,-0.198619873
O95405,-0.244765308
O95425-2,0.807553306
O95428,0.737711179
O95429,-0.070526721
O95433,-0.148869044
O95453,0.025088956
O95456,-0.082021269
O95466-2,-0.057970069
O95470,0.158993025
O95478,-0.039138394
O95479,-0.223298973
O95486,0.100066477
O95503,-0.154323965
O95544,-0.098150021
O95551-2,-0.217975141
O95571,0.21353746
O95573,-0.084744621
O95602,-0.005184376
O95613,0.097440136
O95619,-0.067776372
O95625,0.148832651
O95630,0.00993099
O95633,0.338779425
O95639,-0.118492626
O95671,-0.330099418
O95674,0.183031731
O95684,-0.100977648
O95685,0.171693386
O95696-2,-0.034779158
O95707,0.008856422
O95714,-0.157302466
O95716,0.378588088
O95721,0.032049376
O95747,-0.051441711
O95749,0.040882729
O95758-5,0.03948829
O95772,0.3023685
O95777,-0.000865357
O95782,0.104526747
O95786,0.600424188
O95793,0.009146767
O95793-3,0.028999139
O95801,-0.127104965
O95810,-0.489851171
O95816,-0.053250385
O95817,0.063544853
O95825,-0.188274311
O95831,-0.022616379
O95833,0.035017384
O95834-2,0.43233774
O95835,-0.174534255
O95858,-0.373174891
O95861,-0.145612247
O95864,0.135332459
O95865,0.01074471
O95870,0.182540462
O95881,0.061074407
O95900,-0.135666197
O95926,-0.008343459
O95980,-0.352080514
O95983,-0.019061365
O95985,0.043868984
O95989,-0.200629898
O95997,0.061345347
O95999,0.043690526
O96000,0.129307813
O96005,0.144488623
O96006,0.606561833
O96007,0.101102879
O96008,-0.464145457
O96013,-0.005328121
O96017,0.001746718
O96018,-0.078609835
O96019,0.007913204
O96020,0.333734235
O96028,0.061616338
O96033,-0.041102772
P00167,0.515315321
P00338-3,-0.021621858
P00367,-0.095856924
P00374,0.032580511
P00387-3,0.009248402
P00390,-0.268793675
P00403,-0.050327554
P00441,-0.126972856
P00491,-0.268075023
P00492,0.145158539
P00505,-0.144960005
P00519-2,0.059134158
P00533,-0.054501216
P00558,0.095681617
P00749,0.031135102
P00750,0.250851933
P00813,0.066563329
P01033,0.017972043
P01034,0.092309411
P01106-2,-0.25918208
P01111,0.070845292
P01112,-0.15924166
P01116-2,-0.038717108
P01130,-0.321350901
P01137,-0.098823768
P01891,-0.025595836
P02452,0.994068307
P02458,1.083446923
P02462,0.56379551
P02545,0.007478081
P02545-2,0.029293567
P02751-15,1.096375513
P02786,-0.331246599
P02792,-0.21896711
P02794,0.130554952
P02795,-0.360308085
P03886,-0.12035194
P03915,-0.407624676
P03928,-0.272859292
P04035,-0.010636636
P04040,0.042293372
P04049,0.048382367
P04062,0.090219217
P04066,0.311756966
P04075,-0.035342381
P04080,-0.206393169
P04083,-0.272023189
P04150,0.101830352
P04156,0.138790982
P04179,-0.330902541
P04181,-0.092207438
P04183,0.12326108
P04350,-0.368377246
P04406,-0.192951618
P04424,-0.034215715
P04626,0.110105976
P04632,-0.011638756
P04637,-0.029700234
P04792,0.051219761
P04818,-0.049909522
P04843,0.105830261
P04844,0.100004626
P04899,-0.067501049
P04920,0.403656365
P05067,0.066336724
P05091,0.047726081
P05106,-0.062812492
P05114,0.176120232
P05121,0.18731285
P05141,-0.168642036
P05161,0.250079635
P05165,-0.352193538
P05198,-0.028569152
P05204,0.010584836
P05362,1.414922088
P05386,0.001241252
P05387,0.043631045
P05388,0.047964696
P05412,0.013450718
P05423,-0.00604663
P05455,-0.144307467
P05549,0.187559278
P05556,0.041714099
P05783,-0.186627327
P05997,0.574583665
P06132,-0.10433666
P06213,0.301994941
P06241,-0.503246954
P06280,-0.022900402
P06396-3,-0.3154503
P06400,0.040096337
P06454,-0.298892881
P06493,-0.164400135
P06576,0.007594101
P06703,-0.107286135
P06730-2,-0.010063683
P06732,1.361824193
P06733,-0.126047755
P06737,-0.334911461
P06744,-0.098150021
P06746,-0.128557365
P06748,-0.133037379
P06753-2,0.039414155
P06756,0.253532437
P06865,0.10833196
P07099,-0.082157559
P07108,-0.085424656
P07195,-0.13920752
P07199,-0.207643013
P07203,0.289686164
P07204,0.32653403
P07237,0.173644732
P07305,-0.582748671
P07339,0.193238766
P07355-2,-0.070938821
P07384,0.099602657
P07437,-0.047398789
P07451,-0.177854025
P07476,0.792282031
P07686,0.0882394
P07711,-0.170309669
P07737,-0.000432744
P07738,0.060201724
P07741,-0.275007047
P07814,0.026748754
P07858,0.036082038
P07900-2,-0.170822399
P07902,-0.074231394
P07910,-0.01720929
P07910-2,-0.129480859
P07919,-0.342782282
P07947,-0.087598618
P07948,0.225278291
P07951,0.184358996
P07951-2,0.229061039
P07954,0.035520039
P07992,0.238374308
P07996,1.78672116
P08047,-0.025170576
P08069,0.243608604
P08133,0.136204241
P08195-2,0.204050234
P08236,0.569693314
P08237,-0.145090477
P08238,-0.160920188
P08240,0.423255368
P08243,0.273761674
P08397,0.013727424
P08473,0.219841108
P08559,-0.075464174
P08571,0.445087039
P08572,0.184539336
P08574,-0.214995135
P08579,0.029897331
P08581,-0.057554246
P08590,0.160975646
P08621,0.057406676
P08648,0.073135224
P08651-5,0.337776267
P08670,0.103394887
P08708,0.071830579
P08754,-0.04879418
P08758,0.056656242
P08865,0.023475055
P09012,0.097471006
P09038,0.226678778
P09104,0.004927997
P09110,-0.026587622
P09132,-0.446679711
P09211,-0.079156207
P09234,-0.018491749
P09382,0.090864395
P09417,-0.069564695
P09429,-0.112499976
P09467,-1.286171451
P09486,0.38748708
P09488,0.258908433
P09493-3,0.301763738
P09493-4,0.42705214
P09496,-0.001153695
P09497,0.111710693
P09525,0.061029255
P09543,0.083982034
P09601,-0.028144768
P09603,0.313997078
P09619,0.313853607
P09622,-0.146003451
P09651,0.001833387
P09661,-0.030971642
P09669,-0.075737982
P09758,0.016570375
P09874,0.09819665
P09936,-0.19887128
P09960,-0.234378689
P09972,-0.232415171
P0C0S5,-0.154194325
P0C1Z6,0.262071007
P0C2W1,-0.213005039
P0C7P0,0.190174004
P0C7T5,-0.101515615
P0CB43,0.001862278
P0CG12,0.113161147
P0CG13,0.056941361
P0CG29,-0.143001506
P0CG34,0.617011877
P0CG38,1.740335816
P10070,-0.296662968
P10071,0.340477261
P10074,-0.231309516
P10075,0.108285305
P10109,0.088975759
P10114,0.163332543
P10155,-0.134352387
P10244,0.21579757
P10253,-0.643209718
P10275,0.011617061
P10301,0.33151775
P10398,-0.108624815
P10412,0.09514215
P10515,-0.383828687
P10586,0.119196948
P10588,0.068906999
P10599,-0.254835883
P10606,-0.119289768
P10619,0.102434279
P10620,0.232582493
P10644,-0.130140135
P10721,-0.403485883
P10746,-0.219586745
P10768,0.052236607
P10809,-0.202887833
P10909-2,-0.121015401
P11021,0.047099905
P11047,0.198013636
P11117,-0.095586908
P11142,-0.001153695
P11166,0.17206719
P11171,-0.070251922
P11172,-0.128425389
P11177,-0.027578727
P11182,-0.118891252
P11216,-0.281193775
P11233,0.000606059
P11274,-0.369494402
P11279,0.128929149
P11387,-0.09396575
P11388-4,-0.014926544
P11413-2,-0.374288339
P11441,0.074046141
P11498,-0.116630912
P11532-5,-0.082975027
P11586,-0.082293836
P11717,-0.241107975
P11766,-0.080384787
P11802,-0.008773707
P11831,0.261552077
P11908,-0.127104965
P11940,-0.051024003
P12004,0.019960072
P12074,0.002310161
P12081,-0.109962253
P12109,0.254633573
P12110,0.750688164
P12235,0.07105745
P12236,-0.087055435
P12268,-0.371168515
P12270,0.259253732
P12277,-1.192636061
P12429,0.298246918
P12755,-0.196732928
P12814,0.212584253
P12931-2,-0.031112841
P12955,-0.062398064
P12956,-0.021195425
P13010,-0.03562391
P13051,0.053793171
P13056,-0.006190289
P13073,0.015111752
P13196,-0.153027043
P13284,-0.14574266
P13473-3,-0.019915368
P13489,-0.002450499
P13497,0.509553094
P13591,0.767241021
P13611,2.452451461
P13612,0.817587371
P13639,-0.132247798
P13667,0.250663111
P13674,0.307019399
P13674-2,0.319171576
P13693,-0.115432826
P13716,0.148544774
P13726,0.078792203
P13796,0.636167314
P13797,0.305271326
P13804,-0.077106244
P13807,0.090987319
P13861,-0.064882852
P13928,2.346077835
P13984,-0.079019633
P13994,-0.030265443
P13995,-0.146785541
P14174,-0.094371211
P14209,0.168138969
P14316,0.240230565
P14324,-0.137765808
P14373,-0.137896932
P14384,0.746470534
P14543,0.215211275
P14550,-0.074505436
P14618,-0.080384787
P14618-2,-0.13553487
P14625,0.170653746
P14635,-0.089362553
P14649,0.016293123
P14678-3,-0.000721167
P14735,0.117787378
P14854,-0.021906077
P14859-5,0.08886835
P14866,0.018717232
P14868,-0.022758398
P14921,0.117145697
P14923,0.126281279
P14927,-0.214622201
P15104,-0.121413331
P15121,0.009364564
P15144,0.480377585
P15151,0.197335269
P15153,0.096807439
P15170-2,-0.063917054
P15289,0.127053072
P15291,0.008493573
P15311,-0.143524033
P15336,0.360730786
P15374,-0.159370847
P15407,-0.075874867
P15408,0.312150973
P15559,-1.079770628
P15586,0.102697608
P15735,-0.317535622
P15822,0.025294491
P15848,0.490294025
P15880,-0.05004888
P15882,-0.08024833
P15923,-0.113167057
P15924,-0.041663532
P15927,-0.068739591
P15954,-0.058524312
P16035,0.25732112
P16070,0.043705397
P16083,-0.024319679
P16104,-0.057415612
P16144-2,0.085098759
P16152,-0.177216201
P16157-14,0.484771992
P16219,-0.012068023
P16220,0.191606711
P16278,0.142321505
P16298-4,-0.040541794
P16333,-0.025312343
P16383,-0.103262627
P16401,-0.028286243
P16402,0.413787705
P16403,-0.084608575
P16435,-0.095721922
P16455,0.6331211
P16591,-0.168256923
P16615,0.022566197
P16870,0.299755614
P16871,0.51399621
P16930,-0.173127433
P16949,-0.056583528
P16989,0.243454886
P17014,0.025485372
P17026,0.091632841
P17028,0.061179766
P17029,-0.057970069
P17035,0.093463389
P17050,0.051369252
P17096,-0.385486259
P17098,0.220799123
P17152,0.078883626
P17174,-0.21673422
P17252,-0.022900402
P17275,0.209578254
P17301,0.107181572
P17302,0.286603311
P17405,0.364143475
P17480,0.086017264
P17535,0.09386365
P17544,0.010061736
P17568,-0.134352387
P17612,-0.054084393
P17655,0
P17676,0.829408307
P17706,-0.001730196
P17707,-0.00662118
P17812,0.030781345
P17813,0.437681855
P17844,0.002454669
P17858,0.021189342
P17931,-0.184343778
P17948,0.539750212
P17980,0.021570043
P17987,-0.107152199
P18031,-0.035201596
P18074,-0.007482576
P18077,-0.012783185
P18084,0.526784566
P18085,0.076249901
P18124,-0.007051943
P18206,0.199454154
P18583-5,0.127714939
P18621,0.046146254
P18754-2,0.014077024
P18827,0.580180687
P18846,0.117161344
P18847,-0.114233744
P18850,0.13637866
P18858,0.140316635
P18859,-0.061154063
P19021-5,0.077193227
P19022,0.208777711
P19174-2,0.027160327
P19256,-0.022474347
P19338,-0.12551886
P19367,-0.00662118
P19387,-0.003890027
P19388,-0.011209361
P19447,-0.021906077
P19525,0.105799212
P19532,-0.054362288
P19623,-0.238175419
P19784,-0.154971988
P19793,0.312634675
P19838-2,0.09195571
P19883,1.355054698
P20020-3,0.143388723
P20042,-0.029700234
P20073,-0.041523362
P20226,0.138663917
P20248,0.200415299
P20290,-0.031536353
P20337,-0.205142241
P20339,0.036348324
P20340-2,-0.10272531
P20585,0.046697507
P20591,0.298140481
P20594,0.04862109
P20618,0.027057423
P20645,0.164043597
P20674,-0.083655897
P20700,0.085894763
P20810-6,0.166875124
P20908,0.390037063
P20936,0.037029057
P20962,0.128534813
P21127,0.001934508
P21266,-0.272142662
P21281,-0.046002047
P21283,-0.053667449
P21291,0.235789746
P21333,0.178175517
P21359,0.131392245
P21399,0.046101567
P21589,-0.470094293
P21675-4,0.138711565
P21796,-0.006908369
P21912,-0.010636636
P21953,-0.196607044
P21964,-0.319386715
P21980,1.270904092
P22033,-0.132774233
P22059,0.009553348
P22087,-0.053667449
P22090,-0.046002047
P22102,-0.10608026
P22223,-0.485426827
P22234,-0.049630768
P22307,-0.03885755
P22314,-0.176195095
P22413,-0.097341109
P22415,0.001241252
P22612,0.010454043
P22626,0.022639471
P22670,0.050218569
P22676,-0.118758389
P22681,0.062504943
P22694,0.057586839
P22695,-0.252900029
P22830-2,-0.243425362
P23025,-0.186246986
P23142,0.548142706
P23193,-0.084064265
P23229-6,-0.629379936
P23246,0.083615079
P23258,-0.055056793
P23284,0.017782154
P23352,0.098907208
P23368,-0.047538389
P23381,-0.095181789
P23396,0.012315322
P23434,-0.464354604
P23443,-0.150949541
P23458,0.025265127
P23469,0.521659755
P23470,-0.080384787
P23497,0.257735033
P23508,0.15173061
P23511,0.144855443
P23526,-0.239275826
P23610,-0.209890007
P23634-6,-0.026162654
P23677,-0.000576963
P23743,0.361546129
P23769,0.049606242
P23786,-0.153027043
P23919,-0.009777122
P23921,-0.084200362
P24386,-0.004321606
P24468,-0.024177814
P24534,0.054332373
P24539,-0.078883047
P24666,-0.014069583
P24752,-0.185486004
P24821-4,0.382362984
P24844,0.598850148
P24863,0.146499304
P24928,0.07501842
P25054,0.007347569
P25098,-0.211635253
P25116,0.038554473
P25205,0.104061492
P25208,-0.048933645
P25325,-0.140386032
P25398,-0.089362553
P25440,0.944998755
P25490,0.048143683
P25685,-0.014926544
P25686,0.459337847
P25705,-0.030265443
P25786-2,0.032550998
P25787,0.004855617
P25788,0.008145324
P25789,-0.023752136
P26006,0.069754682
P26022,1.015899225
P26038,0.1477614
P26045,0.309895839
P26196,-0.049073097
P26358,0.138266911
P26367,0.164366919
P26368,0.043913602
P26373,0.012155274
P26374,0.21223323
P26440,0.083599792
P26572,0.093494174
P26583,-0.164528861
P26599-3,-0.037733627
P26639,-0.095721922
P26641,0.060908858
P26885,0.199835221
P27105,0.014106161
P27144,0.213922265
P27348,-0.065710164
P27361,-0.13553487
P27448,-0.06502077
P27540,0.079782934
P27635,0.00353894
P27694,0.006695189
P27695,0.127494283
P27701,0.969423787
P27707,-0.027012465
P27708,-0.084880654
P27797,0.164641799
P27824,0.271896634
P27986-4,0.1727663
P28062,0.414748989
P28065,0.989420649
P28066,-0.001874286
P28070,-0.059770581
P28072,-0.036186803
P28074,-0.062812492
P28161,0.28912195
P28288,-0.002018361
P28300,0.548691283
P28331-2,-0.06253622
P28370,0.257683287
P28482,0.003003931
P28715,0.083492782
P28749,0.085879451
P28799,0.03144471
P28838,-0.087327052
P29083,-0.036890111
P29084,-0.016924144
P29144,-0.149389449
P29218,-0.148478616
P29279,0.11258391
P29317,0.090342086
P29323,0.248416309
P29353-6,0.158831956
P29372,-0.037874166
P29374,0.069239958
P29375,0.200647395
P29401,-0.075874867
P29466,-0.562474458
P29590,0.345839459
P29597,-0.027295624
P29966,0.300697129
P29992,0.031429966
P30038,0.049158362
P30040,0.164932907
P30041,-0.052972275
P30042,0.059134158
P30043,0.173774916
P30044,0.084073787
P30046,0.113285986
P30048,-0.049770152
P30049,-0.028569152
P30050,0.007275068
P30084,0.013596347
P30085,0.037813779
P30086,-0.084336446
P30101,0.163332543
P30153,0.014222715
P30154,-0.11209958
P30281,-0.037171338
P30291,-0.12631213
P30305,-0.085424656
P30405,-0.297602299
P30414,-0.082157559
P30419,0.078517967
P30464,0.643833648
P30501,-0.042364175
P30519,-0.04879418
P30520,-0.01564029
P30530,0.06355993
P30533,0.191310172
P30566,-0.121811151
P30622-2,0.062098225
P30626,-0.001874286
P30740,-0.091936738
P30825,-0.111699072
P30837,0.362343388
P30876,-0.017921908
P31040,-0.115033243
P31146,-0.001586092
P31150,-0.112633417
P31153,0.047263877
P31273,0.15947634
P31275,0.447052457
P31321,1.503159322
P31323,0.138060512
P31350,-0.185612862
P31431,0.240724834
P31483-2,-0.060739158
P31629,0.254926204
P31641,-0.31684085
P31689,-0.095046725
P31749,-0.203514411
P31751,-0.020057652
P31930,-0.281075049
P31937,-0.07956585
P31939,-0.188907267
P31942,-0.026304324
P31946,0.03898425
P31947,-0.095451881
P31948,-0.032806145
P31949,-0.017066724
P32019,-0.122208862
P32119,-0.292192774
P32121-3,0.034559233
P32189,-0.385927957
P32320,0.148880636
P32321-2,0.160701463
P32418-4,-0.103799743
P32455,0.874825027
P32456,0.882544318
P32519,-0.055056793
P32780,-0.064193062
P32856,0.050681721
P32929,-0.392427338
P32969,-0.020199923
P32970,0.647015542
P33121,-0.061983516
P33176,-0.034215715
P33240,0.071967056
P33316-2,0.033835356
P33527-9,-0.161952159
P33552,-0.209141398
P33981,-0.180784391
P33991,0.124471546
P33992,0.155228716
P33993,0.119949283
P34059,-0.117429084
P34896,-0.249870047
P34897,-0.040261223
P34903,0.124786119
P34931,0.019199619
P34932,-0.102053383
P34949,-0.321466359
P35052,0.286321779
P35221,0.125934893
P35222,0.163849638
P35226,0.024516548
P35227,0.194195778
P35232,0.0069851
P35237,-0.092342769
P35240,0.174556265
P35244,0.02579377
P35249,0.061902439
P35250,0.070860445
P35251,0.012737352
P35268,-0.09044698
P35269,-0.091530593
P35270,0.424068121
P35367,0.803644757
P35442,0.234482227
P35520-2,-0.263395035
P35548,-0.595503661
P35555,0.614778825
P35556,0.462574705
P35568,0.303952755
P35573,-0.241107975
P35579,0.127116094
P35580,-0.161049225
P35606,0.054916736
P35610,-0.11516645
P35611-3,0.062173534
P35613,-0.226385217
P35625,-0.233642683
P35637,0.12046674
P35658-2,-0.067363367
P35659,1.2011117
P35754,-0.410449655
P35789,-0.155749233
P35790,-0.28273632
P35813,-0.043904394
P35869,0.139442365
P35914,-0.148869044
P35998,0.023988373
P36383,0.068770811
P36404,-0.016638942
P36405,-0.011924948
P36406,0.033672902
P36507,-0.12631213
P36542-2,0.011587974
P36543,-0.065710164
P36551,0.059329569
P36578,-0.049351959
P36639,0.152756698
P36776,0.093094016
P36871,0.058202563
P36873-2,0.135284923
P36897,0.111321035
P36915,-0.188147687
P36952,-0.136060107
P36954,-0.013355059
P36956-4,-0.301821736
P36957,-0.033370138
P36969,-0.011638756
P37108,-0.112900262
P37198,0.047875211
P37235,-0.062121712
P37268,-0.079156207
P37287,-0.166586914
P37802,0.243642766
P37837,-0.116897018
P38117,-0.078063256
P38159,0.087626055
P38432,0.228773607
P38435,0.228300315
P38606,-0.074231394
P38646,0.085649792
P38919,-0.049770152
P38935,-0.064606975
P38936,0.083416352
P39019,-0.014498127
P39023,-0.043764442
P39656,0.141143704
P39687,-0.102322191
P39748,0.013246863
P39880-3,0.046861433
P40121,-0.234623941
P40123,0.237251495
P40189,0.277289175
P40222,0.112349961
P40227,-0.099766486
P40261,0.1955664
P40306,0.792481923
P40426,0.236860417
P40429,0.005492684
P40616,-0.042924445
P40692,0.009248402
P40763,0.271844378
P40818,-0.121148056
P40855,0.011951603
P40926,-0.122473941
P40937,0.058097421
P40938,0.009422649
P40939,0.079554243
P41091,0.001891169
P41134,0.068135436
P41162,0.336118028
P41208,0.016088867
P41212,0.842904535
P41214,0.017811366
P41223,0.094171619
P41227,-0.029841557
P41229,0.143819019
P41236,-0.025454096
P41240,-0.113567157
P41247,-0.092613393
P41250,-0.153027043
P41252,0.052416125
P41440,-0.40599236
P41567,0.051533711
P41743,-0.081475982
P42025,-0.020199923
P42126,-0.099766486
P42166,0.215362014
P42167,-0.001153695
P42224,-0.051720116
P42226,0.226391821
P42285,0.047338416
P42330,0.162250476
P42336,-0.128689329
P42345,-0.05699963
P42356,-0.000432744
P42566,0.050128944
P42574,-0.226878404
P42575,-0.092478087
P42677,0.025367904
P42684-7,0.026807543
P42694,0.018161956
P42695,0.113488871
P42696,-0.118891252
P42704,-0.200378798
P42765,0.059464869
P42766,-0.091665988
P42771-4,0.002266811
P42773,-1.347892388
P42858,-0.001009533
P42892,-0.174534255
P43007,0.009843833
P43034,0.033480936
P43121,0.085159975
P43243-2,0.124330011
P43246,0.051563614
P43250-2,0.109343193
P43304,0.023167152
P43378,-0.285106251
P43487,-0.036749476
P43490,-0.074231394
P43686,-0.045163352
P43897-2,-0.062398064
P45877,0.24002609
P45880,0.060186683
P45954,-0.260387037
P45973,-0.12154595
P45974-2,0.041461668
P45983-2,0.01187887
P45984,0.013654602
P45985-2,-0.041523362
P46013,-0.025028794
P46019,-0.038717108
P46060,-0.022474347
P46063,0.00753609
P46100,0.018819544
P46108,0.091971086
P46109,-0.119820952
P46199,0.162751033
P46459,0.041090526
P46531,-0.021337583
P46734,-0.103799743
P46736,0.090403524
P46776,0.017154238
P46777,-0.026162654
P46778,-0.023042393
P46779,-0.046002047
P46781,-0.032524066
P46782,-0.041242982
P46783,0.029838416
P46821,0.157914206
P46926,-0.176578094
P46934-4,0.062444681
P46937,0.13106043
P46939,0.026939827
P46940,-0.025170576
P46976-2,-0.421263701
P46977,0.092493986
P47224,0.21599864
P47755,0.021365038
P47756,0.122334266
P47813,-0.068051643
P47895,-0.02446153
P47897,-0.014926544
P47914,0.057331615
P47974,0.480196451
P47985,-0.162725653
P48029,-0.071899932
P48047,-0.046421211
P48059-3,0.211665089
P48060,0.301034804
P48147,-0.060739158
P48163,-0.158595552
P48200,-0.244399991
P48380,-0.207143205
P48382,0.258373382
P48426,0.098505545
P48436,0.032211646
P48449,-0.050745464
P48506,-0.372617844
P48507,-0.258820397
P48509,0.028278046
P48553,-0.010350188
P48556,0.034116
P48634,0.050532301
P48637,0.026925128
P48643,-0.074779426
P48651,-0.153416242
P48681,-0.371056968
P48723,0.21209953
P48729,-0.024177814
P48729-2,0.007768149
P48730,0.031046654
P48735,0.087564735
P48739,-0.11209958
P48960,-0.037171338
P49005,0.047770818
P49006,-0.282617721
P49069,-0.037874166
P49116,0.121580687
P49137,-0.025170576
P49189,-0.087055435
P49207,-0.081748651
P49247,0.169257909
P49257,0.122679788
P49321,-0.023610215
P49327,-0.205017088
P49336,-0.332965663
P49354,-0.139338514
P49356,0.138997486
P49366,0.111648341
P49368,-0.089633736
P49406,-0.051302489
P49407-2,0.749693243
P49411,-0.07244885
P49419,-0.084064265
P49427,0.065853419
P49441,-0.062259894
P49454,-0.038295698
P49458,-0.062121712
P49459,0.108549704
P49588,-0.084608575
P49589-3,0.100576851
P49590,-0.113567157
P49591,-0.057415612
P49593,-0.226138561
P49642,0.060051315
P49643,0.021980141
P49662,-0.222804561
P49674,-0.096531743
P49711,0.017037446
P49716,1.022742061
P49720,-0.015212085
P49721,-0.031536353
P49750-4,-0.001730196
P49753,0.049636106
P49754,0.073378079
P49755,0.124849042
P49756,-0.007769594
P49757,-0.025028794
P49760,0.344446666
P49761,-0.078063256
P49768,-0.207018226
P49770,-0.020057652
P49773,0.056341176
P49790,0.035889751
P49792,-0.002882509
P49795,-0.067776372
P49796,-0.159887479
P49815,-0.106214296
P49821,-0.148738913
P49840,0.046146254
P49841-2,0.01914114
P49842,-0.017351842
P49848-3,0.008159832
P49902,0.152035154
P49903,0.13628352
P49914,0.137631929
P49915,-0.006908369
P49916,0.006318393
P49917,0.101365965
P49959,-0.09963185
